,GrLivArea,SalePrice,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,LowQualFinSF,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,Baths,Class_1.5story,Class_1story_dev,Class_2story,Class_2story_dev,Class_duplex,Class_split,Lot_Corner,Lot_CulDSac,Lot_FR,Foundation_Concrete,Foundation_Other
301,3005,280750,1,32.0,2880,0,0,0,7,5,2004,2005,0,0.0,4,3,4.0,3.0,0.0,0.0,1376.0,1376.0,5,1,0.0,0,3,1,4,9,4,1,3.0,1.0,3.0,3.0,704.0,3.0,3.0,1,0,177,0,0,0,0,0.0,2.5,0,0,0,1,0,0,0,0,0,1,0
302,1248,87000,1,52.0,9439,0,0,0,5,5,1930,1950,0,0.0,3,3,3.0,3.0,324.0,0.0,588.0,912.0,4,1,1.0,0,2,1,3,6,7,0,0.0,1.0,1.0,1.0,160.0,2.0,2.0,1,0,0,192,0,0,0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0
303,1468,244600,0,74.0,9612,0,0,0,8,5,2008,2009,0,72.0,4,3,4.0,3.0,0.0,0.0,1468.0,1468.0,5,1,0.0,0,3,1,4,6,7,1,4.0,2.0,3.0,3.0,898.0,3.0,3.0,1,210,150,0,0,0,0,0.0,2.0,0,0,0,0,0,0,0,0,0,1,0
304,1547,215200,1,72.0,8640,0,0,0,7,5,2009,2009,0,0.0,3,3,4.0,3.0,24.0,0.0,732.0,756.0,5,1,0.0,0,3,1,4,7,7,0,0.0,2.0,1.0,2.0,614.0,3.0,3.0,1,169,45,0,0,0,0,0.0,2.5,0,0,1,0,0,0,0,0,0,1,0
305,1716,162500,0,60.0,9144,0,0,0,6,4,1915,2004,0,0.0,3,4,3.0,3.0,0.0,0.0,810.0,810.0,5,1,0.0,0,4,1,4,8,7,0,0.0,1.0,1.0,2.0,672.0,3.0,3.0,1,0,195,0,0,0,0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,1
306,1603,138000,0,0.0,9650,1,1,0,6,3,1923,1950,1,0.0,3,3,3.0,3.0,0.0,0.0,784.0,784.0,3,1,0.0,0,4,1,3,7,7,1,4.0,2.0,1.0,2.0,599.0,3.0,3.0,1,0,217,0,0,0,0,0.0,1.0,0,0,1,0,0,0,1,0,0,0,1
307,1516,181316,0,0.0,8803,1,0,0,6,5,1994,1995,0,0.0,3,3,4.0,3.0,600.0,0.0,107.0,707.0,4,1,0.0,0,3,1,4,7,7,1,3.0,2.0,3.0,2.0,409.0,3.0,3.0,1,0,46,0,0,0,0,0.0,3.5,0,0,1,0,0,0,0,0,0,1,0
308,1138,148000,0,88.0,15312,0,0,0,6,5,1960,1960,1,54.0,3,3,3.0,3.0,588.0,0.0,550.0,1138.0,5,1,0.0,0,3,1,3,6,7,1,3.0,2.0,2.0,2.0,480.0,3.0,3.0,1,0,0,0,0,140,0,3.0,1.5,0,0,0,0,0,1,0,0,0,0,0
309,2063,315000,0,0.0,10750,1,0,0,8,5,1994,1995,1,634.0,4,3,4.0,3.0,236.0,1526.0,262.0,2024.0,5,1,0.0,0,3,1,4,7,7,2,4.0,2.0,3.0,3.0,815.0,3.0,3.0,1,182,56,0,0,0,0,0.0,3.0,0,0,0,0,0,0,0,1,0,1,0
310,4676,184750,0,130.0,40094,1,1,0,10,5,2007,2008,1,762.0,5,3,5.0,3.0,2260.0,0.0,878.0,3138.0,5,1,0.0,0,3,1,5,11,7,1,4.0,1.0,3.0,3.0,884.0,3.0,3.0,1,208,406,0,0,0,0,0.0,4.5,0,0,1,0,0,0,0,0,0,1,0
311,854,132000,1,51.0,6120,0,0,0,7,8,1929,2001,0,0.0,3,3,3.0,3.0,0.0,0.0,832.0,832.0,5,1,1.0,0,2,1,3,5,7,0,0.0,1.0,1.0,2.0,576.0,3.0,3.0,1,48,112,0,0,0,0,4.0,1.0,1,0,0,0,0,0,1,0,0,0,1
312,1400,149500,0,74.0,7844,0,0,0,6,7,1978,1978,1,203.0,3,3,3.0,3.0,209.0,0.0,463.0,672.0,3,1,0.0,0,3,1,3,6,7,1,3.0,2.0,3.0,2.0,440.0,3.0,3.0,1,0,0,0,0,0,0,0.0,1.5,0,0,1,0,0,0,0,0,0,0,0
313,1720,183500,0,62.0,8244,1,0,0,7,5,2004,2004,0,0.0,4,3,4.0,3.0,0.0,0.0,840.0,840.0,5,1,0.0,0,3,1,4,7,7,1,4.0,2.0,3.0,2.0,440.0,3.0,3.0,1,100,48,0,0,0,0,0.0,2.5,0,0,1,0,0,0,0,0,0,1,0
314,1440,224500,0,73.0,9069,0,0,0,6,8,1993,1993,0,0.0,4,4,4.0,3.0,261.0,1083.0,0.0,1344.0,4,1,0.0,0,2,2,4,8,7,0,0.0,2.0,1.0,4.0,920.0,3.0,3.0,1,288,0,0,0,0,0,0.0,4.0,0,0,0,0,1,0,0,0,0,1,0
315,1868,415000,0,120.0,14780,1,1,1,9,5,2005,2005,1,568.0,5,3,5.0,3.0,1505.0,0.0,363.0,1868.0,5,1,0.0,0,2,1,5,7,7,1,4.0,2.0,3.0,3.0,1085.0,3.0,3.0,1,354,56,0,0,156,0,0.0,3.0,0,0,0,0,0,0,1,0,0,1,0
316,990,155000,0,65.0,9750,0,1,1,5,7,1994,1994,0,0.0,3,3,4.0,3.0,722.0,0.0,268.0,990.0,5,1,0.0,0,3,1,3,5,7,0,0.0,1.0,1.0,2.0,528.0,3.0,3.0,1,168,0,0,0,0,0,0.0,2.0,0,0,0,0,0,0,0,0,0,1,0
317,1271,135000,0,115.0,21286,0,0,0,5,5,1948,1950,0,0.0,3,3,3.0,3.0,0.0,0.0,720.0,720.0,3,1,0.0,0,4,1,3,7,7,1,4.0,2.0,1.0,1.0,312.0,3.0,3.0,1,0,0,108,0,0,0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0
318,1646,164000,0,53.0,7128,0,0,0,7,5,1941,1950,0,0.0,3,4,3.0,3.0,364.0,0.0,554.0,918.0,4,1,0.0,0,4,1,3,7,7,2,4.0,1.0,1.0,1.0,240.0,3.0,3.0,1,0,0,0,0,126,0,3.0,2.0,0,0,1,0,0,0,0,0,0,0,0
319,952,128500,0,66.0,8300,1,0,0,6,6,1968,1968,0,86.0,3,3,3.0,3.0,952.0,0.0,0.0,952.0,4,1,0.0,0,3,1,3,5,7,0,0.0,2.0,1.0,1.0,288.0,3.0,3.0,1,0,0,0,0,0,0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0
320,1720,196500,0,89.0,11645,1,0,0,7,5,2004,2004,0,0.0,4,3,4.0,3.0,0.0,0.0,860.0,860.0,5,1,0.0,0,3,1,4,7,7,0,0.0,2.0,2.0,2.0,565.0,3.0,3.0,1,0,70,0,0,0,0,0.0,2.5,0,0,1,0,0,0,1,0,0,1,0
321,1218,131000,1,60.0,6000,0,0,0,6,6,1941,1950,0,0.0,3,4,3.0,4.0,375.0,0.0,360.0,735.0,5,1,0.0,0,3,1,3,6,7,1,4.0,1.0,1.0,2.0,440.0,3.0,3.0,1,0,0,0,0,0,0,0.0,1.5,1,0,0,0,0,0,0,0,0,0,1
322,1217,151000,0,50.0,7175,0,0,0,6,5,1991,1991,0,0.0,4,3,4.0,3.0,278.0,0.0,939.0,1217.0,4,1,0.0,0,2,1,4,5,7,0,0.0,2.0,2.0,2.0,484.0,3.0,3.0,1,0,64,0,0,0,0,0.0,2.0,0,1,0,0,0,0,0,0,0,1,0
323,1293,149900,0,0.0,11027,1,0,0,6,5,1954,1954,1,28.0,3,3,3.0,3.0,468.0,539.0,171.0,1178.0,4,1,0.0,0,2,1,3,5,7,0,0.0,2.0,2.0,2.0,452.0,3.0,3.0,1,280,0,0,0,0,0,0.0,3.0,0,0,0,0,0,0,0,0,0,0,0
324,1428,139900,1,58.0,6451,0,0,0,7,7,1900,1970,0,0.0,3,3,3.0,3.0,208.0,0.0,504.0,712.0,4,1,0.0,0,4,1,3,7,7,0,0.0,1.0,3.0,2.0,576.0,3.0,3.0,1,264,0,84,0,0,0,0.0,2.0,0,0,1,0,0,0,0,0,0,0,1
325,1714,180000,0,0.0,8637,1,0,0,6,5,1999,2000,0,0.0,3,3,4.0,3.0,871.0,0.0,52.0,923.0,4,1,0.0,0,3,1,3,7,7,1,3.0,2.0,3.0,2.0,451.0,3.0,3.0,1,256,48,0,0,0,0,0.0,3.5,0,0,1,0,0,0,0,0,0,1,0
326,894,120750,0,64.0,6285,0,0,0,5,5,1977,1977,0,0.0,3,3,4.0,3.0,138.0,351.0,405.0,894.0,3,1,0.0,0,2,1,3,5,7,0,0.0,1.0,1.0,1.0,308.0,3.0,3.0,1,192,0,0,0,0,0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0
327,1246,154000,0,75.0,7500,0,0,0,5,7,1959,1994,1,0.0,3,3,3.0,3.0,340.0,906.0,0.0,1246.0,5,1,0.0,0,3,1,4,6,7,0,0.0,2.0,2.0,1.0,305.0,3.0,3.0,1,218,0,0,0,0,0,4.0,2.5,0,0,0,0,0,0,0,0,0,0,0
328,1422,139900,0,0.0,12342,1,0,0,5,5,1960,1978,1,0.0,3,3,3.0,3.0,0.0,0.0,978.0,978.0,3,1,0.0,0,3,1,3,6,6,1,3.0,2.0,2.0,1.0,286.0,3.0,3.0,1,0,0,36,0,0,0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0
329,1764,100000,0,71.0,8838,0,0,0,5,3,1957,1982,0,0.0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0.0,0,4,1,3,7,2,1,3.0,2.0,3.0,1.0,301.0,3.0,3.0,1,0,72,0,0,0,0,0.0,2.5,0,0,0,0,0,0,0,0,0,0,1
330,2358,240000,0,75.0,45600,1,1,0,6,8,1908,1997,0,0.0,3,3,3.0,3.0,0.0,0.0,907.0,907.0,3,1,0.0,0,5,1,3,10,7,1,4.0,1.0,1.0,2.0,360.0,2.0,3.0,1,486,40,0,0,175,0,0.0,3.0,1,0,0,0,0,0,0,0,0,0,1
331,1127,135000,0,65.0,6500,0,0,0,6,6,1976,1976,1,84.0,3,3,3.0,5.0,1033.0,0.0,94.0,1127.0,3,1,0.0,0,3,1,3,6,7,1,1.0,1.0,1.0,2.0,480.0,3.0,3.0,1,0,0,138,0,0,0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0
332,1484,174000,0,149.0,12589,1,0,0,6,5,2005,2005,0,0.0,4,3,4.0,3.0,0.0,0.0,742.0,742.0,5,1,0.0,0,3,1,4,8,7,1,4.0,2.0,3.0,2.0,390.0,3.0,3.0,1,36,24,0,0,0,0,0.0,2.5,0,0,1,0,0,0,0,0,0,1,0
333,2018,378500,0,89.0,13214,1,1,0,9,5,2008,2009,1,0.0,5,3,5.0,3.0,0.0,0.0,2002.0,2002.0,5,1,0.0,0,3,1,5,10,7,1,4.0,2.0,3.0,3.0,746.0,3.0,3.0,1,144,76,0,0,0,0,0.0,2.0,0,0,0,0,0,0,0,0,0,1,0
334,1362,207000,0,41.0,6289,1,0,0,6,5,2005,2006,0,256.0,4,3,4.0,3.0,762.0,0.0,600.0,1362.0,5,1,0.0,0,2,1,4,6,7,1,4.0,2.0,2.0,2.0,460.0,3.0,3.0,1,192,28,0,0,0,0,0.0,3.0,0,1,0,0,0,0,0,0,0,1,0
335,1465,131000,0,84.0,10164,0,1,0,5,5,1939,1950,0,0.0,3,3,3.0,2.0,646.0,0.0,346.0,992.0,2,1,0.0,0,3,1,3,6,7,2,3.0,1.0,1.0,1.0,240.0,3.0,3.0,1,0,126,0,0,0,0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0
336,1236,152000,1,24.0,2544,0,0,0,6,5,2005,2005,0,216.0,4,3,4.0,3.0,376.0,0.0,224.0,600.0,5,1,0.0,0,2,1,4,4,7,0,0.0,1.0,2.0,2.0,480.0,3.0,3.0,1,0,166,0,0,0,0,0.0,3.5,0,0,0,1,0,0,0,0,0,1,0
337,1152,61500,0,74.0,6882,0,0,0,4,3,1955,1955,0,128.0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0.0,0,2,2,2,6,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,2.0,0,0,0,0,1,0,1,0,0,1,0
338,1080,147110,1,0.0,2403,1,0,0,7,5,2003,2003,0,0.0,4,3,4.0,3.0,244.0,0.0,286.0,530.0,5,1,0.0,0,2,1,4,4,7,0,0.0,2.0,2.0,2.0,496.0,3.0,3.0,1,0,50,0,0,0,0,0.0,2.5,0,0,0,1,0,0,0,0,1,1,0
339,1551,137000,0,60.0,10890,0,0,0,5,5,1938,1950,0,0.0,3,3,2.0,3.0,930.0,0.0,128.0,1058.0,3,1,0.0,0,3,1,2,6,7,0,0.0,1.0,1.0,1.0,240.0,2.0,3.0,1,0,0,0,0,0,0,3.0,3.0,1,0,0,0,0,0,0,0,0,0,1
340,1382,128500,1,0.0,12358,1,0,0,5,6,1941,1950,0,0.0,3,3,3.0,3.0,360.0,0.0,360.0,720.0,3,1,0.0,528,2,1,3,7,7,0,0.0,1.0,1.0,2.0,660.0,3.0,3.0,1,237,0,0,0,0,0,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0
341,1600,207500,0,47.0,16321,1,0,0,5,6,1957,1997,0,0.0,3,3,3.0,3.0,1277.0,0.0,207.0,1484.0,3,1,0.0,0,2,1,3,6,7,2,4.0,2.0,2.0,1.0,319.0,3.0,3.0,1,288,258,0,0,0,0,0.0,2.0,0,0,0,0,0,0,0,1,0,0,0
342,1683,172500,0,70.0,11184,0,0,0,6,5,1978,1978,1,92.0,3,3,3.0,3.0,226.0,500.0,192.0,918.0,4,1,0.0,0,3,1,3,7,7,1,3.0,2.0,2.0,2.0,440.0,3.0,3.0,1,243,0,0,0,0,0,0.0,2.5,0,0,1,0,0,0,0,0,0,0,0
343,2643,380000,0,105.0,13693,0,0,0,9,5,2006,2006,1,772.0,5,3,4.0,3.0,0.0,0.0,2153.0,2153.0,5,1,0.0,0,3,1,5,9,7,1,4.0,1.0,3.0,3.0,694.0,3.0,3.0,1,414,84,0,0,0,0,0.0,2.5,0,0,1,0,0,0,0,0,0,1,0
344,1043,137000,0,68.0,9724,0,0,0,5,7,1947,1950,1,0.0,3,3,3.0,3.0,0.0,0.0,938.0,938.0,5,1,0.0,0,2,1,3,5,7,1,4.0,1.0,1.0,1.0,273.0,3.0,3.0,1,125,48,0,0,0,0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0
345,810,130000,0,72.0,10820,0,0,0,5,7,1971,1972,0,153.0,3,3,4.0,3.0,535.0,159.0,88.0,782.0,5,1,0.0,0,2,1,3,4,7,0,0.0,1.0,1.0,2.0,576.0,3.0,3.0,1,0,0,0,0,0,0,3.0,2.0,0,0,0,0,0,1,1,0,0,1,0
346,1961,215000,0,71.0,12209,1,0,0,6,5,2001,2002,0,0.0,3,3,5.0,3.0,690.0,0.0,114.0,804.0,5,1,0.0,0,3,1,4,7,7,1,3.0,1.0,3.0,2.0,560.0,3.0,3.0,1,125,192,0,0,0,0,0.0,3.5,0,0,1,0,0,0,0,1,0,1,0
347,1118,153000,0,0.0,11332,1,0,0,5,7,1960,2000,0,0.0,3,3,3.0,3.0,528.0,0.0,590.0,1118.0,5,1,0.0,0,3,1,4,6,7,0,0.0,2.0,2.0,1.0,264.0,3.0,3.0,1,290,0,0,0,0,0,3.0,2.0,0,0,0,0,0,0,1,0,0,0,0
348,1842,385000,0,68.0,50271,1,1,0,9,5,1981,1987,0,0.0,4,3,5.0,3.0,1810.0,0.0,32.0,1842.0,4,1,0.0,0,0,1,4,5,7,1,4.0,2.0,3.0,3.0,894.0,3.0,3.0,1,857,72,0,0,0,0,0.0,2.5,0,0,0,0,0,0,0,0,0,0,0
349,1709,130000,1,24.0,2522,0,0,0,6,5,2004,2006,0,50.0,4,3,4.0,3.0,0.0,0.0,970.0,970.0,5,1,0.0,0,3,1,4,7,3,0,0.0,1.0,1.0,2.0,380.0,3.0,3.0,1,0,40,0,0,0,0,0.0,2.0,0,0,0,1,0,0,0,0,0,1,0
350,1252,127000,0,92.0,7438,1,0,0,5,8,1908,1991,0,0.0,3,3,2.0,3.0,0.0,0.0,504.0,504.0,4,1,0.0,0,3,1,3,5,7,0,0.0,2.0,1.0,2.0,576.0,3.0,3.0,1,104,0,0,0,0,0,3.0,1.0,1,0,0,0,0,0,0,0,0,1,0
351,1959,270000,1,75.0,9000,0,0,0,8,5,2006,2006,0,0.0,4,3,4.0,3.0,0.0,0.0,1088.0,1088.0,5,1,0.0,0,3,1,4,8,7,1,4.0,2.0,2.0,3.0,1025.0,3.0,3.0,1,208,46,0,0,0,0,0.0,2.5,0,0,1,0,0,0,0,0,0,1,0
352,1092,141000,0,69.0,14850,1,0,0,5,5,1957,1957,0,0.0,3,3,3.0,3.0,895.0,0.0,197.0,1092.0,3,1,1.0,0,2,1,3,6,7,1,3.0,2.0,3.0,1.0,299.0,3.0,3.0,1,268,0,0,0,122,0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
353,2064,235000,0,56.0,18559,1,0,0,7,5,1978,1978,1,383.0,4,4,4.0,3.0,1206.0,186.0,656.0,2048.0,3,1,0.0,0,3,1,4,7,7,2,2.0,2.0,3.0,2.0,550.0,3.0,3.0,1,200,0,0,0,0,0,0.0,3.0,0,0,0,0,0,0,0,1,0,0,0
354,2640,256900,0,80.0,10400,0,0,0,6,7,1967,1997,0,256.0,3,3,3.0,3.0,0.0,0.0,932.0,932.0,4,1,0.0,0,5,1,4,8,7,1,3.0,2.0,2.0,2.0,515.0,3.0,3.0,1,0,120,0,0,168,0,0.0,2.5,0,0,1,0,0,0,0,0,0,1,0
355,1866,336860,0,58.0,10110,1,0,0,9,5,2008,2008,1,492.0,5,3,4.0,3.0,372.0,0.0,1486.0,1858.0,5,1,0.0,0,2,1,5,7,7,1,4.0,2.0,3.0,3.0,870.0,3.0,3.0,1,0,48,0,0,0,0,0.0,3.0,0,1,0,0,0,0,0,0,0,1,0
356,2036,375000,0,150.0,215245,1,1,1,7,5,1965,1965,1,0.0,3,3,4.0,3.0,1236.0,820.0,80.0,2136.0,3,1,0.0,0,3,1,3,8,7,2,4.0,2.0,2.0,2.0,513.0,3.0,3.0,1,0,0,0,0,0,0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,0
357,1375,141000,1,50.0,9000,0,1,0,6,6,1937,1950,0,0.0,3,4,3.0,3.0,0.0,0.0,780.0,780.0,3,1,0.0,0,3,1,4,6,7,1,4.0,1.0,1.0,1.0,544.0,3.0,3.0,0,0,162,0,0,126,0,0.0,1.5,1,0,0,0,0,0,0,0,0,1,0
358,1116,160000,0,87.0,10000,1,0,0,6,6,1962,1962,1,261.0,3,3,3.0,3.0,0.0,0.0,1116.0,1116.0,3,1,0.0,0,3,1,3,5,7,0,0.0,2.0,1.0,2.0,440.0,3.0,3.0,1,0,0,0,0,385,0,0.0,1.5,0,0,0,0,0,0,1,0,0,0,0
359,1428,182000,1,95.0,11639,0,0,0,7,5,2007,2008,0,0.0,4,3,4.0,3.0,0.0,0.0,1428.0,1428.0,5,1,0.0,0,3,1,4,6,7,0,0.0,2.0,3.0,2.0,480.0,3.0,3.0,1,0,120,0,0,0,0,0.0,2.0,0,0,0,0,0,0,1,0,0,1,0
360,2259,217000,0,0.0,21000,0,1,0,6,5,1953,1953,1,184.0,3,4,4.0,3.0,35.0,869.0,905.0,1809.0,3,1,0.0,0,3,1,4,7,7,2,4.0,1.0,1.0,2.0,450.0,3.0,3.0,1,166,120,192,0,0,0,3.0,3.0,0,0,0,0,0,0,1,0,0,0,0
361,1675,195000,0,0.0,7915,1,0,0,6,5,1999,2000,1,0.0,4,3,5.0,3.0,1223.0,0.0,443.0,1666.0,5,1,0.0,0,3,1,4,6,7,0,0.0,2.0,2.0,2.0,435.0,3.0,3.0,1,165,52,0,0,0,0,0.0,3.0,0,0,0,0,0,0,0,0,0,1,0
362,1636,255000,0,116.0,13501,1,0,0,8,5,2006,2006,0,208.0,4,3,4.0,3.0,63.0,0.0,1560.0,1623.0,5,1,0.0,0,3,1,4,8,7,1,4.0,2.0,2.0,3.0,865.0,3.0,3.0,1,0,60,0,0,0,0,0.0,3.0,0,0,0,0,0,0,1,0,0,1,0
363,1474,168500,0,0.0,8530,1,0,0,7,5,1995,1996,0,22.0,3,3,4.0,3.0,0.0,0.0,384.0,384.0,4,1,0.0,0,3,1,3,7,7,1,3.0,1.0,3.0,2.0,400.0,3.0,3.0,1,120,72,0,0,0,0,0.0,2.5,0,0,0,0,0,1,0,0,0,1,0
364,1216,118500,0,80.0,8480,0,0,0,5,5,1947,1950,0,0.0,3,3,3.0,3.0,442.0,0.0,390.0,832.0,3,1,0.0,0,2,1,3,6,7,0,0.0,1.0,1.0,1.0,336.0,3.0,3.0,1,158,0,102,0,0,0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0
365,1078,149900,0,0.0,12537,1,0,0,5,6,1971,2008,0,0.0,3,3,3.0,3.0,734.0,0.0,344.0,1078.0,5,1,0.0,0,3,1,3,6,7,1,2.0,2.0,3.0,2.0,500.0,3.0,3.0,1,0,0,0,0,0,0,0.0,2.5,0,0,0,0,0,0,0,1,0,0,0
366,988,119000,0,60.0,7200,0,0,0,5,7,1950,1950,0,0.0,3,3,3.0,3.0,534.0,96.0,246.0,876.0,3,1,0.0,0,3,1,3,6,7,0,0.0,2.0,1.0,1.0,276.0,3.0,3.0,1,0,80,0,0,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0
367,672,113000,0,50.0,9340,0,0,0,4,6,1941,1950,1,0.0,3,3,3.0,3.0,344.0,0.0,328.0,672.0,3,1,0.0,0,2,1,3,4,7,0,0.0,2.0,1.0,1.0,234.0,3.0,3.0,0,0,113,0,0,0,0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0
368,1664,159000,1,50.0,5000,0,0,0,6,7,1947,1950,0,0.0,3,4,3.0,3.0,399.0,0.0,605.0,1004.0,5,1,0.0,0,3,1,3,7,7,2,4.0,1.0,1.0,2.0,420.0,3.0,3.0,1,0,24,36,0,0,0,0.0,2.0,1,0,0,0,0,0,1,0,0,0,0
369,1218,159000,0,80.0,9605,0,0,0,7,6,2007,2007,0,0.0,4,3,4.0,3.0,0.0,0.0,1218.0,1218.0,5,1,0.0,0,3,1,4,6,7,0,0.0,1.0,2.0,2.0,576.0,3.0,3.0,1,0,178,0,0,0,0,0.0,1.5,0,0,0,0,0,0,1,0,0,1,0
370,1622,168000,0,0.0,32463,0,1,1,4,4,1961,1975,0,149.0,3,4,3.0,3.0,1159.0,0.0,90.0,1249.0,5,1,0.0,0,3,1,3,7,7,1,3.0,1.0,3.0,4.0,1356.0,3.0,3.0,1,439,0,0,0,0,0,0.0,2.0,0,0,0,0,1,0,0,0,0,0,0
371,900,122000,0,0.0,9819,1,0,0,5,5,1967,1967,0,31.0,3,4,3.0,3.0,450.0,0.0,432.0,882.0,3,1,0.0,0,3,1,3,5,7,0,0.0,1.0,1.0,1.0,280.0,3.0,3.0,1,0,0,0,0,0,0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0
372,1740,122250,1,81.0,7308,0,0,0,5,5,1920,1950,0,0.0,2,2,3.0,3.0,360.0,0.0,576.0,936.0,4,0,1.0,0,2,1,5,6,7,1,4.0,1.0,1.0,1.0,225.0,2.0,2.0,0,0,0,236,0,0,0,0.0,1.0,1,0,0,0,0,0,1,0,0,0,1
373,1027,120000,1,60.0,5400,0,0,0,7,6,1920,2006,0,0.0,4,3,3.0,3.0,0.0,0.0,931.0,931.0,3,1,0.0,0,2,1,4,5,7,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,28,0,0,0,0,0.0,1.5,0,0,0,0,0,0,0,0,0,0,0
374,2649,421250,0,130.0,16900,0,0,0,8,5,2001,2002,0,1110.0,4,3,5.0,3.0,1075.0,0.0,404.0,1479.0,5,1,0.0,0,4,1,4,10,7,1,3.0,2.0,3.0,3.0,746.0,3.0,3.0,1,0,60,0,0,0,0,0.0,3.5,0,0,1,0,0,0,0,0,0,1,0
375,1290,106900,1,59.0,5870,0,0,0,6,9,1900,2000,0,0.0,3,4,3.0,3.0,0.0,0.0,554.0,554.0,5,1,0.0,0,3,1,3,6,7,0,0.0,1.0,1.0,1.0,200.0,2.0,3.0,1,38,112,0,0,0,0,3.0,1.5,0,0,1,0,0,0,1,0,0,0,1
376,1220,194000,0,64.0,7406,0,0,0,7,5,2006,2006,0,84.0,4,3,4.0,3.0,684.0,0.0,515.0,1199.0,5,1,0.0,0,2,1,4,6,7,0,0.0,2.0,2.0,2.0,632.0,3.0,3.0,1,105,54,0,0,0,0,0.0,3.0,0,0,0,0,0,0,0,0,0,1,0
377,1302,204000,0,34.0,3901,0,0,0,6,5,2005,2006,0,182.0,4,3,4.0,3.0,866.0,0.0,436.0,1302.0,5,1,0.0,0,1,1,4,5,7,1,4.0,2.0,2.0,2.0,631.0,3.0,3.0,1,110,50,0,0,0,0,0.0,2.5,0,1,0,0,0,0,0,0,0,1,0
378,1123,100000,1,50.0,6060,0,0,0,4,5,1939,1950,0,0.0,3,3,3.0,3.0,0.0,0.0,732.0,732.0,4,1,0.0,0,3,1,3,4,7,0,0.0,1.0,1.0,1.0,264.0,3.0,3.0,0,0,0,140,0,0,0,3.0,1.0,1,0,0,0,0,0,0,0,0,1,0
379,985,105000,0,65.0,7898,0,0,0,4,7,1920,1994,0,0.0,3,3,3.0,3.0,0.0,0.0,576.0,576.0,4,1,0.0,0,2,1,3,4,7,0,0.0,1.0,1.0,2.0,676.0,3.0,3.0,0,0,0,0,0,0,0,0.0,1.5,0,0,0,0,0,0,1,0,0,0,1
380,1738,104900,0,0.0,12513,1,0,0,4,4,1920,2007,0,0.0,3,4,3.0,2.0,0.0,0.0,715.0,715.0,4,1,0.0,0,4,1,3,7,7,1,4.0,2.0,1.0,1.0,368.0,3.0,3.0,1,55,0,0,0,0,0,0.0,2.0,1,0,0,0,0,0,0,0,1,0,1
381,1855,187000,0,80.0,9600,0,0,0,6,7,1976,1994,1,360.0,4,4,3.0,3.0,0.0,0.0,528.0,528.0,5,1,0.0,0,3,1,3,7,7,1,3.0,2.0,2.0,2.0,512.0,3.0,3.0,1,113,100,0,0,0,0,0.0,2.5,0,0,0,0,0,1,0,0,1,0,0
382,1262,181500,0,80.0,9600,0,0,0,6,8,1976,1976,0,0.0,3,3,4.0,3.0,978.0,0.0,284.0,1262.0,5,1,0.0,0,3,1,3,6,7,1,3.0,2.0,2.0,2.0,460.0,3.0,3.0,1,298,0,0,0,0,0,0.0,2.5,0,0,0,0,0,0,0,0,1,0,0
383,1430,187100,0,67.0,16285,1,0,0,7,5,2001,2002,0,0.0,4,3,4.0,3.0,0.0,0.0,1413.0,1413.0,5,1,0.0,0,3,1,4,6,7,0,0.0,2.0,2.0,2.0,605.0,3.0,3.0,1,0,33,0,0,0,0,0.0,2.0,0,0,0,0,0,0,0,0,0,1,0
